GO.ID,Term,Annotated,Significant,Expected,raw.p.value,ontology,p_bon,uniform_log,p_log,rank,label,upper,lower,dataset
GO:0034654,nucleobase-containing compound biosynthe...,2380,36,34.4,1,BP,1,0.9004795808897028,-0,2587,,0.9162288079486426,0.8849304845384627,SRR6998058_v2
GO:0051049,regulation of transport,1244,23,17.98,1,BP,1,0.9003117051698301,-0,2588,,0.9160574421694051,0.8847660374286561,SRR6998058_v2
GO:0000271,polysaccharide biosynthetic process,53,1,0.77,1,BP,1,0.9001438943169295,-0,2589,,0.9158861431895595,0.8846016533008758,SRR6998058_v2
GO:0002711,positive regulation of T cell mediated i...,48,2,0.69,1,BP,1,0.8999761482808913,-0,2590,,0.9157149109571361,0.8844373321068169,SRR6998058_v2
GO:0034655,nucleobase-containing compound catabolic...,344,5,4.97,1,BP,1,0.8998084670116642,-0,2591,,0.9155437454202259,0.8842730737982301,SRR6998058_v2
GO:0050764,regulation of phagocytosis,83,1,1.2,1,BP,1,0.8996408504592541,-0,2592,,0.9153726465269805,0.8841088783269215,SRR6998058_v2
GO:0016925,protein sumoylation,39,1,0.56,1,BP,1,0.8994732985737256,-0,2593,,0.9152016142256117,0.8839447456447534,SRR6998058_v2
GO:0046425,regulation of JAK-STAT cascade,83,2,1.2,1,BP,1,0.8993058113052004,-0,2594,,0.9150306484643919,0.8837806757036428,SRR6998058_v2
GO:0009566,fertilization,85,2,1.23,1,BP,1,0.8991383886038582,-0,2595,,0.9148597491916529,0.8836166684555619,SRR6998058_v2
GO:0046427,positive regulation of JAK-STAT cascade,52,2,0.75,1,BP,1,0.8989710304199361,-0,2596,,0.9146889163557875,0.8834527238525386,SRR6998058_v2
GO:0050767,regulation of neurogenesis,602,11,8.7,1,BP,1,0.8988037367037292,-0,2597,,0.9145181499052479,0.8832888418466552,SRR6998058_v2
GO:0002718,regulation of cytokine production involv...,70,1,1.01,1,BP,1,0.8986365074055891,-0,2598,,0.9143474497885465,0.8831250223900496,SRR6998058_v2
GO:0030148,sphingolipid biosynthetic process,54,2,0.78,1,BP,1,0.8984693424759258,-0,2599,,0.9141768159542554,0.8829612654349144,SRR6998058_v2
GO:0071621,granulocyte chemotaxis,90,2,1.3,1,BP,1,0.8983022418652059,-0,2600,,0.9140062483510062,0.8827975709334974,SRR6998058_v2
GO:0060056,mammary gland involution,10,1,0.14,1,BP,1,0.8981352055239533,-0,2601,,0.9138357469274905,0.8826339388381007,SRR6998058_v2
GO:0071622,regulation of granulocyte chemotaxis,39,2,0.56,1,BP,1,0.8979682334027488,-0,2602,,0.9136653116324592,0.8824703691010811,SRR6998058_v2
GO:0006073,cellular glucan metabolic process,56,2,0.81,1,BP,1,0.8978013254522305,-0,2603,,0.9134949424147227,0.8823068616748501,SRR6998058_v2
GO:0060057,apoptotic process involved in mammary gl...,5,1,0.07,1,BP,1,0.897634481623093,-0,2604,,0.9133246392231509,0.8821434165118744,SRR6998058_v2
GO:0071624,positive regulation of granulocyte chemo...,22,2,0.32,1,BP,1,0.8974677018660882,-0,2605,,0.9131544020066724,0.8819800335646739,SRR6998058_v2
GO:0045833,negative regulation of lipid metabolic p...,63,3,0.91,1,BP,1,0.8973009861320242,-0,2606,,0.9129842307142757,0.8818167127858239,SRR6998058_v2
GO:0072283,metanephric renal vesicle morphogenesis,4,1,0.06,1,BP,1,0.8971343343717664,-0,2607,,0.9128141252950078,0.8816534541279532,SRR6998058_v2
GO:0014013,regulation of gliogenesis,94,2,1.36,1,BP,1,0.8969677465362357,-0,2608,,0.912644085697975,0.8814902575437455,SRR6998058_v2
GO:0045834,positive regulation of lipid metabolic p...,105,4,1.52,1,BP,1,0.8968012225764105,-0,2609,,0.9124741118723423,0.8813271229859381,SRR6998058_v2
GO:0014014,negative regulation of gliogenesis,26,1,0.38,1,BP,1,0.8966347624433251,-0,2610,,0.9123042037673337,0.8811640504073222,SRR6998058_v2
GO:0045837,negative regulation of membrane potentia...,15,1,0.22,1,BP,1,0.8964683660880698,-0,2611,,0.9121343613322316,0.8810010397607436,SRR6998058_v2
GO:0070167,regulation of biomineral tissue developm...,57,1,0.82,1,BP,1,0.8963020334617917,-0,2612,,0.9119645845163773,0.8808380909991013,SRR6998058_v2
GO:1902959,regulation of aspartic-type endopeptidas...,5,1,0.07,1,BP,1,0.8961357645156938,-0,2613,,0.9117948732691706,0.8806752040753487,SRR6998058_v2
GO:0000226,microtubule cytoskeleton organization,444,9,6.42,1,BP,1,0.8959695592010348,-0,2614,,0.9116252275400696,0.880512378942492,SRR6998058_v2
GO:0006022,aminoglycan metabolic process,70,1,1.01,1,BP,1,0.8958034174691298,-0,2615,,0.9114556472785907,0.8803496155535921,SRR6998058_v2
GO:0006023,aminoglycan biosynthetic process,42,1,0.61,1,BP,1,0.8956373392713495,-0,2616,,0.9112861324343089,0.8801869138617626,SRR6998058_v2
GO:0006024,glycosaminoglycan biosynthetic process,34,1,0.49,1,BP,1,0.8954713245591202,-0,2617,,0.911116682956857,0.8800242738201709,SRR6998058_v2
GO:0072273,metanephric nephron morphogenesis,7,1,0.1,1,BP,1,0.8953053732839242,-0,2618,,0.9109472987959258,0.8798616953820377,SRR6998058_v2
GO:0032200,telomere organization,119,4,1.72,1,BP,1,0.8951394853972994,-0,2619,,0.9107779799012647,0.8796991785006367,SRR6998058_v2
GO:0014044,Schwann cell development,25,1,0.36,1,BP,1,0.8949736608508392,-0,2620,,0.9106087262226803,0.8795367231292954,SRR6998058_v2
GO:0006029,proteoglycan metabolic process,48,2,0.69,1,BP,1,0.8948078995961919,-0,2621,,0.9104395377100375,0.8793743292213942,SRR6998058_v2
GO:0014045,establishment of endothelial blood-brain...,4,1,0.06,1,BP,1,0.8946422015850621,-0,2622,,0.9102704143132586,0.8792119967303662,SRR6998058_v2
GO:0014047,glutamate secretion,16,1,0.23,1,BP,1,0.8944765667692087,-0,2623,,0.9101013559823237,0.8790497256096979,SRR6998058_v2
GO:0060070,canonical Wnt signaling pathway,168,6,2.43,1,BP,1,0.8943109951004464,-0,2624,,0.9099323626672703,0.878887515812928,SRR6998058_v2
GO:0032204,regulation of telomere maintenance,79,2,1.14,1,BP,1,0.8941454865306447,-0,2625,,0.9097634343181936,0.8787253672936494,SRR6998058_v2
GO:0014048,regulation of glutamate secretion,12,1,0.17,1,BP,1,0.8939800410117285,-0,2626,,0.9095945708852461,0.8785632800055061,SRR6998058_v2
GO:0032206,positive regulation of telomere maintena...,48,2,0.69,1,BP,1,0.8938146584956768,-0,2627,,0.9094257723186372,0.8784012539021959,SRR6998058_v2
GO:0055123,digestive system development,63,2,0.91,1,BP,1,0.8936493389345244,-0,2628,,0.9092570385686342,0.8782392889374687,SRR6998058_v2
GO:0035303,regulation of dephosphorylation,127,5,1.84,1,BP,1,0.8934840822803601,-0,2629,,0.9090883695855608,0.8780773850651267,SRR6998058_v2
GO:0061138,morphogenesis of a branching epithelium,123,4,1.78,1,BP,1,0.893318888485328,-0,2630,,0.908919765319798,0.8779155422390246,SRR6998058_v2
GO:0035304,regulation of protein dephosphorylation,71,3,1.03,1,BP,1,0.8931537575016262,-0,2631,,0.9087512257217841,0.8777537604130701,SRR6998058_v2
GO:0050789,regulation of biological process,6635,116,95.89,1,BP,1,0.8929886892815079,-0,2632,,0.9085827507420137,0.877592039541222,SRR6998058_v2
GO:1901135,carbohydrate derivative metabolic proces...,748,11,10.81,1,BP,1,0.89282368377728,-0,2633,,0.9084143403310383,0.8774303795774925,SRR6998058_v2
GO:0035305,negative regulation of dephosphorylation,67,3,0.97,1,BP,1,0.8926587409413045,-0,2634,,0.9082459944394663,0.8772687804759447,SRR6998058_v2
GO:0002739,regulation of cytokine secretion involve...,12,1,0.17,1,BP,1,0.8924938607259971,-0,2635,,0.9080777130179623,0.8771072421906945,SRR6998058_v2
GO:0035306,positive regulation of dephosphorylation,46,3,0.66,1,BP,1,0.892329043083828,-0,2636,,0.9079094960172477,0.8769457646759092,SRR6998058_v2
GO:1901137,carbohydrate derivative biosynthetic pro...,446,7,6.45,1,BP,1,0.8921642879673213,-0,2637,,0.9077413433881003,0.8767843478858088,SRR6998058_v2
GO:0060078,regulation of postsynaptic membrane pote...,47,1,0.68,1,BP,1,0.8919995953290552,-0,2638,,0.9075732550813541,0.876622991774664,SRR6998058_v2
GO:0035308,negative regulation of protein dephospho...,29,1,0.42,1,BP,1,0.8918349651216617,-0,2639,,0.9074052310478994,0.8764616962967982,SRR6998058_v2
GO:0060079,excitatory postsynaptic potential,44,1,0.64,1,BP,1,0.8916703972978268,-0,2640,,0.9072372712386825,0.8763004614065857,SRR6998058_v2
GO:1900076,regulation of cellular response to insul...,61,2,0.88,1,BP,1,0.8915058918102906,-0,2641,,0.9070693756047061,0.8761392870584523,SRR6998058_v2
GO:0034622,cellular protein-containing complex asse...,824,20,11.91,1,BP,1,0.891341448611846,-0,2642,,0.9069015440970287,0.8759781732068759,SRR6998058_v2
GO:0048863,stem cell differentiation,112,1,1.62,1,BP,1,0.8911770676553403,-0,2643,,0.9067337766667647,0.8758171198063852,SRR6998058_v2
GO:0050770,regulation of axonogenesis,131,5,1.89,1,BP,1,0.8910127488936739,-0,2644,,0.9065660732650841,0.8756561268115607,SRR6998058_v2
GO:1905671,regulation of lysosome organization,3,1,0.04,1,BP,1,0.890848492279801,-0,2645,,0.9063984338432131,0.8754951941770337,SRR6998058_v2
GO:1903551,regulation of extracellular exosome asse...,6,1,0.09,1,BP,1,0.8906842977667286,-0,2646,,0.9062308583524329,0.8753343218574869,SRR6998058_v2
GO:1990182,exosomal secretion,18,1,0.26,1,BP,1,0.8905201653075175,-0,2647,,0.9060633467440811,0.8751735098076538,SRR6998058_v2
GO:0014037,Schwann cell differentiation,32,1,0.46,1,BP,1,0.8903560948552816,-0,2648,,0.9058958989695499,0.8750127579823193,SRR6998058_v2
GO:0050773,regulation of dendrite development,131,2,1.89,1,BP,1,0.8901920863631877,-0,2649,,0.9057285149802877,0.8748520663363188,SRR6998058_v2
GO:1905674,regulation of adaptive immune memory res...,3,1,0.04,1,BP,1,0.8900281397844558,-0,2650,,0.9055611947277975,0.8746914348245395,SRR6998058_v2
GO:0046434,organophosphate catabolic process,161,1,2.33,1,BP,1,0.8898642550723589,-0,2651,,0.9053939381636379,0.8745308634019175,SRR6998058_v2
GO:0048869,cellular developmental process,2626,55,37.95,1,BP,1,0.8897004321802227,-0,2652,,0.9052267452394227,0.8743703520234412,SRR6998058_v2
GO:1903555,regulation of tumor necrosis factor supe...,142,2,2.05,1,BP,1,0.8895366710614259,-0,2653,,0.9050596159068205,0.8742099006441495,SRR6998058_v2
GO:0050776,regulation of immune response,596,7,8.61,1,BP,1,0.8893729716693998,-0,2654,,0.9048925501175549,0.8740495092191312,SRR6998058_v2
GO:0003343,septum transversum development,1,1,0.01,1,BP,1,0.8892093339576284,-0,2655,,0.9047255478234046,0.8738891777035255,SRR6998058_v2
GO:1903557,positive regulation of tumor necrosis fa...,88,2,1.27,1,BP,1,0.8890457578796482,-0,2656,,0.9045586089762031,0.8737289060525231,SRR6998058_v2
GO:0050777,negative regulation of immune response,123,1,1.78,1,BP,1,0.8888822433890482,-0,2657,,0.9043917335278383,0.8735686942213636,SRR6998058_v2
GO:0050778,positive regulation of immune response,475,7,6.87,1,BP,1,0.8887187904394698,-0,2658,,0.9042249214302531,0.8734085421653381,SRR6998058_v2
GO:0050779,RNA destabilization,30,1,0.43,1,BP,1,0.8885553989846069,-0,2659,,0.9040581726354447,0.8732484498397868,SRR6998058_v2
GO:0019637,organophosphate metabolic process,745,9,10.77,1,BP,1,0.8883920689782052,-0,2660,,0.903891487095465,0.8730884172001006,SRR6998058_v2
GO:1900024,regulation of substrate adhesion-depende...,42,1,0.61,1,BP,1,0.8882288003740629,-0,2661,,0.90372486476242,0.8729284442017203,SRR6998058_v2
GO:0072210,metanephric nephron development,14,1,0.2,1,BP,1,0.8880655931260306,-0,2662,,0.9035583055884703,0.8727685308001364,SRR6998058_v2
GO:0034612,response to tumor necrosis factor,127,2,1.84,1,BP,1,0.88790244718801,-0,2663,,0.9033918095258306,0.8726086769508901,SRR6998058_v2
GO:0034613,cellular protein localization,1367,20,19.76,1,BP,1,0.8877393625139558,-0,2664,,0.9032253765267697,0.872448882609571,SRR6998058_v2
GO:1903580,positive regulation of ATP metabolic pro...,35,1,0.51,1,BP,1,0.8875763390578735,-0,2665,,0.9030590065436106,0.8722891477318198,SRR6998058_v2
GO:0044340,canonical Wnt signaling pathway involved...,3,1,0.04,1,BP,1,0.8874133767738215,-0,2666,,0.9028926995287303,0.8721294722733259,SRR6998058_v2
GO:0030100,regulation of endocytosis,220,4,3.18,1,BP,1,0.8872504756159088,-0,2667,,0.9027264554345592,0.8719698561898283,SRR6998058_v2
GO:0034614,cellular response to reactive oxygen spe...,125,2,1.81,1,BP,1,0.8870876355382967,-0,2668,,0.9025602742135823,0.8718102994371166,SRR6998058_v2
GO:0072215,regulation of metanephros development,8,1,0.12,1,BP,1,0.8869248564951979,-0,2669,,0.9023941558183378,0.8716508019710282,SRR6998058_v2
GO:0030101,natural killer cell activation,66,1,0.95,1,BP,1,0.8867621384408766,-0,2670,,0.9022281002014177,0.8714913637474511,SRR6998058_v2
GO:0048856,anatomical structure development,3461,67,50.02,1,BP,1,0.886599481329648,-0,2671,,0.9020621073154678,0.871331984722322,SRR6998058_v2
GO:0045806,negative regulation of endocytosis,47,2,0.68,1,BP,1,0.8864368851158795,-0,2672,,0.901896177113187,0.8711726648516275,SRR6998058_v2
GO:0045807,positive regulation of endocytosis,134,3,1.94,1,BP,1,0.8862743497539886,-0,2673,,0.9017303095473278,0.8710134040914017,SRR6998058_v2
GO:0072217,negative regulation of metanephros devel...,1,1,0.01,1,BP,1,0.8861118751984448,-0,2674,,0.9015645045706961,0.8708542023977293,SRR6998058_v2
GO:0048858,cell projection morphogenesis,417,12,6.03,1,BP,1,0.8859494614037684,-0,2675,,0.901398762136151,0.8706950597267438,SRR6998058_v2
GO:0042093,T-helper cell differentiation,55,1,0.79,1,BP,1,0.8857871083245306,-0,2676,,0.9012330821966048,0.870535976034627,SRR6998058_v2
GO:0003333,amino acid transmembrane transport,46,1,0.66,1,BP,1,0.8856248159153537,-0,2677,,0.9010674647050227,0.8703769512776096,SRR6998058_v2
GO:1903587,regulation of blood vessel endothelial c...,7,1,0.1,1,BP,1,0.885462584130911,-0,2678,,0.9009019096144235,0.8702179854119718,SRR6998058_v2
GO:0050727,regulation of inflammatory response,257,1,3.71,1,BP,1,0.885300412925926,-0,2679,,0.900736416877878,0.8700590783940418,SRR6998058_v2
GO:0003337,mesenchymal to epithelial transition inv...,3,1,0.04,1,BP,1,0.8851383022551735,-0,2680,,0.9005709864485106,0.8699002301801966,SRR6998058_v2
GO:0003338,metanephros morphogenesis,7,1,0.1,1,BP,1,0.8849762520734786,-0,2681,,0.9004056182794984,0.8697414407268613,SRR6998058_v2
GO:0048880,sensory system development,211,4,3.05,1,BP,1,0.8848142623357172,-0,2682,,0.9002403123240708,0.8695827099905108,SRR6998058_v2
GO:0034641,cellular nitrogen compound metabolic pro...,4176,73,60.36,1,BP,1,0.8846523329968154,-0,2683,,0.9000750685355103,0.8694240379276668,SRR6998058_v2
GO:0003339,regulation of mesenchymal to epithelial ...,2,1,0.03,1,BP,1,0.8844904640117499,-0,2684,,0.8999098868671516,0.8692654244949002,SRR6998058_v2
GO:0002700,regulation of production of molecular me...,118,1,1.71,1,BP,1,0.8843286553355476,-0,2685,,0.8997447672723818,0.8691068696488303,SRR6998058_v2
GO:0034645,cellular macromolecule biosynthetic proc...,2955,50,42.71,1,BP,1,0.8841669069232856,-0,2686,,0.899579709704641,0.8689483733461241,SRR6998058_v2
GO:0002702,positive regulation of production of mol...,82,1,1.19,1,BP,1,0.8840052187300915,-0,2687,,0.8994147141174205,0.8687899355434968,SRR6998058_v2
GO:0002703,regulation of leukocyte mediated immunit...,188,4,2.72,1,BP,1,0.8838435907111424,-0,2688,,0.8992497804642652,0.8686315561977122,SRR6998058_v2
GO:0050715,positive regulation of cytokine secretio...,122,1,1.76,1,BP,1,0.8836820228216662,-0,2689,,0.899084908698771,0.8684732352655808,SRR6998058_v2
GO:0002705,positive regulation of leukocyte mediate...,129,3,1.86,1,BP,1,0.8835205150169401,-0,2690,,0.8989200987745865,0.8683149727039626,SRR6998058_v2
GO:0002706,regulation of lymphocyte mediated immuni...,142,2,2.05,1,BP,1,0.8833590672522915,-0,2691,,0.8987553506454119,0.8681567684697644,SRR6998058_v2
GO:1903578,regulation of ATP metabolic process,75,1,1.08,1,BP,1,0.8831976794830976,-0,2692,,0.8985906642649997,0.8679986225199408,SRR6998058_v2
GO:0002708,positive regulation of lymphocyte mediat...,102,2,1.47,1,BP,1,0.883036351664785,-0,2693,,0.898426039587154,0.8678405348114948,SRR6998058_v2
GO:1903579,negative regulation of ATP metabolic pro...,21,1,0.3,1,BP,1,0.8828750837528304,-0,2694,,0.8982614765657306,0.867682505301476,SRR6998058_v2
GO:0002709,regulation of T cell mediated immunity,68,2,0.98,1,BP,1,0.8827138757027599,-0,2695,,0.8980969751546373,0.8675245339469821,SRR6998058_v2
GO:0048871,multicellular organismal homeostasis,302,6,4.36,1,BP,1,0.882552727470149,-0,2696,,0.897932535307833,0.8673666207051589,SRR6998058_v2
GO:1902941,regulation of voltage-gated chloride cha...,1,1,0.01,1,BP,1,0.882391639010623,-0,2697,,0.8977681569793288,0.8672087655331984,SRR6998058_v2
GO:0048872,homeostasis of number of cells,256,3,3.7,1,BP,1,0.8822306102798558,-0,2698,,0.8976038401231867,0.8670509683883407,SRR6998058_v2
GO:1903521,positive regulation of mammary gland inv...,5,1,0.07,1,BP,1,0.8820696412335716,-0,2699,,0.89743958469352,0.8668932292278728,SRR6998058_v2
GO:1903522,regulation of blood circulation,113,2,1.63,1,BP,1,0.8819087318275429,-0,2700,,0.8972753906444941,0.8667355480091292,SRR6998058_v2
GO:0034637,cellular carbohydrate biosynthetic proce...,51,2,0.74,1,BP,1,0.8817478820175919,-0,2701,,0.8971112579303245,0.8665779246894912,SRR6998058_v2
GO:0048878,chemical homeostasis,702,12,10.15,1,BP,1,0.8815870917595896,-0,2702,,0.8969471865052787,0.8664203592263877,SRR6998058_v2
GO:1903524,positive regulation of blood circulation,40,2,0.58,1,BP,1,0.8814263610094563,-0,2703,,0.8967831763236752,0.8662628515772941,SRR6998058_v2
GO:0014009,glial cell proliferation,42,1,0.61,1,BP,1,0.8812656897231608,-0,2704,,0.896619227339883,0.8661054016997327,SRR6998058_v2
GO:0010893,positive regulation of steroid biosynthe...,17,1,0.25,1,BP,1,0.881105077856721,-0,2705,,0.8964553395083223,0.8659480095512734,SRR6998058_v2
GO:0048820,hair follicle maturation,16,1,0.23,1,BP,1,0.8809445253662036,-0,2706,,0.8962915127834641,0.8657906750895314,SRR6998058_v2
GO:1902930,regulation of alcohol biosynthetic proce...,31,2,0.45,1,BP,1,0.880784032207724,-0,2707,,0.8961277471198306,0.8656333982721702,SRR6998058_v2
GO:0070142,synaptic vesicle budding,8,1,0.12,1,BP,1,0.8806235983374462,-0,2708,,0.8959640424719939,0.8654761790568988,SRR6998058_v2
GO:1902932,positive regulation of alcohol biosynthe...,16,2,0.23,1,BP,1,0.8804632237115827,-0,2709,,0.8958003987945772,0.8653190174014739,SRR6998058_v2
GO:1903510,mucopolysaccharide metabolic process,40,1,0.58,1,BP,1,0.8803029082863945,-0,2710,,0.8956368160422542,0.8651619132636972,SRR6998058_v2
GO:0050730,regulation of peptidyl-tyrosine phosphor...,184,7,2.66,1,BP,1,0.8801426520181911,-0,2711,,0.8954732941697491,0.8650048666014184,SRR6998058_v2
GO:0045595,regulation of cell differentiation,1221,23,17.65,1,BP,1,0.8799824548633304,-0,2712,,0.8953098331318363,0.8648478773725325,SRR6998058_v2
GO:0045596,negative regulation of cell differentiat...,489,9,7.07,1,BP,1,0.8798223167782182,-0,2713,,0.8951464328833407,0.8646909455349814,SRR6998058_v2
GO:0045597,positive regulation of cell differentiat...,722,16,10.43,1,BP,1,0.8796622377193093,-0,2714,,0.8949830933791374,0.8645340710467527,SRR6998058_v2
GO:0045598,regulation of fat cell differentiation,96,4,1.39,1,BP,1,0.8795022176431055,-0,2715,,0.8948198145741517,0.8643772538658807,SRR6998058_v2
GO:0003300,cardiac muscle hypertrophy,68,1,0.98,1,BP,1,0.8793422565061579,-0,2716,,0.8946565964233586,0.8642204939504454,SRR6998058_v2
GO:0042063,gliogenesis,210,3,3.04,1,BP,1,0.8791823542650645,-0,2717,,0.8944934388817839,0.8640637912585732,SRR6998058_v2
GO:0018130,heterocycle biosynthetic process,2430,38,35.12,1,BP,1,0.8790225108764721,-0,2718,,0.8943303419045028,0.8639071457484366,SRR6998058_v2
GO:1903519,regulation of mammary gland involution,5,1,0.07,1,BP,1,0.8788627262970746,-0,2719,,0.8941673054466401,0.8637505573782529,SRR6998058_v2
GO:0003306,Wnt signaling pathway involved in heart ...,7,1,0.1,1,BP,1,0.8787030004836143,-0,2720,,0.894004329463371,0.8635940261062864,SRR6998058_v2
GO:0006006,glucose metabolic process,136,2,1.97,1,BP,1,0.8785433333928808,-0,2721,,0.8938414139099207,0.8634375518908468,SRR6998058_v2
GO:0048814,regulation of dendrite morphogenesis,79,1,1.14,1,BP,1,0.8783837249817117,-0,2722,,0.8936785587415628,0.8632811346902893,SRR6998058_v2
GO:1903541,regulation of exosomal secretion,14,1,0.2,1,BP,1,0.8782241752069916,-0,2723,,0.8935157639136214,0.863124774463015,SRR6998058_v2
GO:0048819,regulation of hair follicle maturation,1,1,0.01,1,BP,1,0.8780646840256534,-0,2724,,0.8933530293814703,0.8629684711674707,SRR6998058_v2
GO:1901292,nucleoside phosphate catabolic process,109,1,1.58,1,BP,1,0.8779052513946766,-0,2725,,0.8931903551005319,0.8628122247621482,SRR6998058_v2
GO:1901293,nucleoside phosphate biosynthetic proces...,223,1,3.22,1,BP,1,0.8777458772710887,-0,2726,,0.8930277410262788,0.8626560352055848,SRR6998058_v2
GO:0072202,cell differentiation involved in metanep...,7,1,0.1,1,BP,1,0.877586561611964,-0,2727,,0.8928651871142321,0.8624999024563637,SRR6998058_v2
GO:0048844,artery morphogenesis,43,1,0.62,1,BP,1,0.8774273043744247,-0,2728,,0.8927026933199629,0.8623438264731127,SRR6998058_v2
GO:1903530,regulation of secretion by cell,521,9,7.53,1,BP,1,0.8772681055156393,-0,2729,,0.8925402595990908,0.8621878072145057,SRR6998058_v2
GO:1903532,positive regulation of secretion by cell,308,8,4.45,1,BP,1,0.8771089649928241,-0,2730,,0.8923778859072848,0.8620318446392607,SRR6998058_v2
GO:0032755,positive regulation of interleukin-6 pro...,78,1,1.13,1,BP,1,0.8769498827632419,-0,2731,,0.8922155722002629,0.861875938706142,SRR6998058_v2
GO:0090092,regulation of transmembrane receptor pro...,127,5,1.84,1,BP,1,0.8767908587842029,-0,2732,,0.8920533184337918,0.8617200893739578,SRR6998058_v2
GO:1903539,protein localization to postsynaptic mem...,33,1,0.48,1,BP,1,0.8766318930130637,-0,2733,,0.8918911245636872,0.8615642966015619,SRR6998058_v2
GO:0010866,regulation of triglyceride biosynthetic ...,16,2,0.23,1,BP,1,0.8764729854072282,-0,2734,,0.8917289905458138,0.8614085603478525,SRR6998058_v2
GO:0035456,response to interferon-beta,53,1,0.77,1,BP,1,0.8763141359241466,-0,2735,,0.8915669163360844,0.8612528805717734,SRR6998058_v2
GO:0042088,T-helper 1 type immune response,43,1,0.62,1,BP,1,0.8761553445213162,-0,2736,,0.8914049018904612,0.861097257232313,SRR6998058_v2
GO:0060008,Sertoli cell differentiation,16,1,0.23,1,BP,1,0.8759966111562804,-0,2737,,0.8912429471649543,0.8609416902885036,SRR6998058_v2
GO:0042089,cytokine biosynthetic process,98,1,1.42,1,BP,1,0.8758379357866294,-0,2738,,0.8910810521156227,0.860786179699423,SRR6998058_v2
GO:0060009,Sertoli cell development,14,1,0.2,1,BP,1,0.8756793183700002,-0,2739,,0.8909192166985734,0.8606307254241932,SRR6998058_v2
GO:1900006,positive regulation of dendrite developm...,81,2,1.17,1,BP,1,0.8755207588640757,-0,2740,,0.8907574408699626,0.860475327421981,SRR6998058_v2
GO:1902903,regulation of supramolecular fiber organ...,267,9,3.86,1,BP,1,0.8753622572265851,-0,2741,,0.8905957245859939,0.8603199856519974,SRR6998058_v2
GO:2000401,regulation of lymphocyte migration,48,2,0.69,1,BP,1,0.8752038134153044,-0,2742,,0.8904340678029194,0.860164700073498,SRR6998058_v2
GO:1902905,positive regulation of supramolecular fi...,154,7,2.23,1,BP,1,0.8750454273880555,-0,2743,,0.8902724704770394,0.8600094706457821,SRR6998058_v2
GO:0030261,chromosome condensation,35,1,0.51,1,BP,1,0.874887099102706,-0,2744,,0.8901109325647023,0.8598542973281942,SRR6998058_v2
GO:0030262,apoptotic nuclear changes,23,1,0.33,1,BP,1,0.8747288285171705,-0,2745,,0.8899494540223043,0.8596991800801222,SRR6998058_v2
GO:2000403,positive regulation of lymphocyte migrat...,30,2,0.43,1,BP,1,0.8745706155894085,-0,2746,,0.88978803480629,0.8595441188609985,SRR6998058_v2
GO:2000404,regulation of T cell migration,37,2,0.53,1,BP,1,0.8744124602774265,-0,2747,,0.8896266748731512,0.8593891136302996,SRR6998058_v2
GO:0033363,secretory granule organization,31,1,0.45,1,BP,1,0.874254362539276,-0,2748,,0.889465374179428,0.8592341643475461,SRR6998058_v2
GO:0032787,monocarboxylic acid metabolic process,354,2,5.12,1,BP,1,0.8740963223330549,-0,2749,,0.8893041326817077,0.8590792709723017,SRR6998058_v2
GO:0050707,regulation of cytokine secretion,166,1,2.4,1,BP,1,0.8739383396169063,-0,2750,,0.8891429503366262,0.8589244334641754,SRR6998058_v2
GO:0050708,regulation of protein secretion,336,4,4.86,1,BP,1,0.8737804143490194,-0,2751,,0.8889818271008656,0.8587696517828188,SRR6998058_v2
GO:0033365,protein localization to organelle,666,9,9.63,1,BP,1,0.8736225464876288,-0,2752,,0.8888207629311567,0.8586149258879275,SRR6998058_v2
GO:0140238,presynaptic endocytosis,43,2,0.62,1,BP,1,0.8734647359910148,-0,2753,,0.8886597577842774,0.8584602557392413,SRR6998058_v2
GO:0032774,RNA biosynthetic process,2051,35,29.64,1,BP,1,0.8733069828175029,-0,2754,,0.8884988116170525,0.8583056412965431,SRR6998058_v2
GO:0010883,regulation of lipid storage,30,1,0.43,1,BP,1,0.873149286925464,-0,2755,,0.8883379243863547,0.8581510825196597,SRR6998058_v2
GO:1901264,carbohydrate derivative transport,47,1,0.68,1,BP,1,0.8729916482733147,-0,2756,,0.8881770960491038,0.8579965793684612,SRR6998058_v2
GO:0030258,lipid modification,166,3,2.4,1,BP,1,0.8728340668195164,-0,2757,,0.8880163265622665,0.8578421318028606,SRR6998058_v2
GO:0051960,regulation of nervous system development,651,11,9.41,1,BP,1,0.872676542522576,-0,2758,,0.8878556158828568,0.8576877397828152,SRR6998058_v2
GO:0045580,regulation of T cell differentiation,126,1,1.82,1,BP,1,0.8725190753410454,-0,2759,,0.8876949639679355,0.8575334032683257,SRR6998058_v2
GO:0051961,negative regulation of nervous system de...,213,3,3.08,1,BP,1,0.8723616652335219,-0,2760,,0.8875343707746108,0.8573791222194347,SRR6998058_v2
GO:0098542,defense response to other organism,345,8,4.99,1,BP,1,0.8722043121586471,-0,2761,,0.8873738362600374,0.8572248965962297,SRR6998058_v2
GO:0051962,positive regulation of nervous system de...,403,7,5.82,1,BP,1,0.8720470160751083,-0,2762,,0.8872133603814171,0.8570707263588397,SRR6998058_v2
GO:0045582,positive regulation of T cell differenti...,84,1,1.21,1,BP,1,0.871889776941637,-0,2763,,0.887052943095998,0.8569166114674378,SRR6998058_v2
